,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Like
0,0.595,0.67,1,-4.879,0,0.197,0.0338,2.96e-05,0.116,0.667,219.378,audio_features,2dZ6qbPiSoemJYoFWv9e0e,spotify:track:2dZ6qbPiSoemJYoFWv9e0e,https://api.spotify.com/v1/tracks/2dZ6qbPiSoemJYoFWv9e0e,https://api.spotify.com/v1/audio-analysis/2dZ6qbPiSoemJYoFWv9e0e,221960,4,1
1,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,audio_features,4nK5YrxbMGZstTLbvj6Gxw,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw,223480,4,1
2,0.723,0.304,7,-14.893,1,0.194,0.902,3.51e-06,0.11,0.376,115.208,audio_features,3wrzt4OwvNjBDzClnqrBdG,spotify:track:3wrzt4OwvNjBDzClnqrBdG,https://api.spotify.com/v1/tracks/3wrzt4OwvNjBDzClnqrBdG,https://api.spotify.com/v1/audio-analysis/3wrzt4OwvNjBDzClnqrBdG,245133,4,1
3,0.774,0.345,9,-10.442,1,0.0931,0.115,0.399,0.0923,0.0399,127.938,audio_features,6ZYT1FBZMvvigBf3XSZREG,spotify:track:6ZYT1FBZMvvigBf3XSZREG,https://api.spotify.com/v1/tracks/6ZYT1FBZMvvigBf3XSZREG,https://api.spotify.com/v1/audio-analysis/6ZYT1FBZMvvigBf3XSZREG,157500,5,1
4,0.801,0.589,7,-5.157,1,0.0485,0.0863,0.0,0.162,0.58,116.934,audio_features,23TPP1eeElFfvYVznskwCY,spotify:track:23TPP1eeElFfvYVznskwCY,https://api.spotify.com/v1/tracks/23TPP1eeElFfvYVznskwCY,https://api.spotify.com/v1/audio-analysis/23TPP1eeElFfvYVznskwCY,180147,4,1
5,0.584,0.627,7,-6.94,1,0.102,0.452,0.000124,0.127,0.336,121.188,audio_features,0PqQGVqBLNniDYgGmpItd5,spotify:track:0PqQGVqBLNniDYgGmpItd5,https://api.spotify.com/v1/tracks/0PqQGVqBLNniDYgGmpItd5,https://api.spotify.com/v1/audio-analysis/0PqQGVqBLNniDYgGmpItd5,232000,4,1
6,0.714,0.483,4,-9.378,0,0.195,0.436,2.3e-05,0.28,0.67,91.025,audio_features,3hARuUtzTdUuWH1KiLJlSf,spotify:track:3hARuUtzTdUuWH1KiLJlSf,https://api.spotify.com/v1/tracks/3hARuUtzTdUuWH1KiLJlSf,https://api.spotify.com/v1/audio-analysis/3hARuUtzTdUuWH1KiLJlSf,139293,4,1
7,0.648,0.436,8,-9.578,1,0.0275,0.0232,0.0,0.0944,0.333,107.019,audio_features,2INUkDPCO1eQlOFmIN5VAC,spotify:track:2INUkDPCO1eQlOFmIN5VAC,https://api.spotify.com/v1/tracks/2INUkDPCO1eQlOFmIN5VAC,https://api.spotify.com/v1/audio-analysis/2INUkDPCO1eQlOFmIN5VAC,224267,4,1
8,0.543,0.756,9,-8.655,1,0.0307,0.000979,0.000338,0.0864,0.332,145.098,audio_features,5HYHGYx3Yl0B344J6eAdgF,spotify:track:5HYHGYx3Yl0B344J6eAdgF,https://api.spotify.com/v1/tracks/5HYHGYx3Yl0B344J6eAdgF,https://api.spotify.com/v1/audio-analysis/5HYHGYx3Yl0B344J6eAdgF,169960,4,1
9,0.729,0.482,11,-7.107,0,0.0376,0.52,0.0,0.091,0.604,89.023,audio_features,4xEDawqLVwsC331aF6Z33x,spotify:track:4xEDawqLVwsC331aF6Z33x,https://api.spotify.com/v1/tracks/4xEDawqLVwsC331aF6Z33x,https://api.spotify.com/v1/audio-analysis/4xEDawqLVwsC331aF6Z33x,327400,4,1
10,0.699,0.483,7,-11.346,1,0.0678,0.405,0.00606,0.128,0.666,150.019,audio_features,1ozwU1ggxXX11hDrVR93P1,spotify:track:1ozwU1ggxXX11hDrVR93P1,https://api.spotify.com/v1/tracks/1ozwU1ggxXX11hDrVR93P1,https://api.spotify.com/v1/audio-analysis/1ozwU1ggxXX11hDrVR93P1,217798,4,1
11,0.688,0.812,2,-3.551,0,0.0415,0.0535,0.0,0.0703,0.559,119.974,audio_features,4GfBVGECxLuB6Xkg2VurMW,spotify:track:4GfBVGECxLuB6Xkg2VurMW,https://api.spotify.com/v1/tracks/4GfBVGECxLuB6Xkg2VurMW,https://api.spotify.com/v1/audio-analysis/4GfBVGECxLuB6Xkg2VurMW,201013,4,1
12,0.701,0.711,0,-4.193,1,0.0322,0.0504,0.0304,0.14,0.567,133.027,audio_features,6jDjdfe7npTAxfwVq2HRfr,spotify:track:6jDjdfe7npTAxfwVq2HRfr,https://api.spotify.com/v1/tracks/6jDjdfe7npTAxfwVq2HRfr,https://api.spotify.com/v1/audio-analysis/6jDjdfe7npTAxfwVq2HRfr,221625,4,1
13,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,audio_features,4uvjOKsp7mSjrDhWdkLPBY,spotify:track:4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/tracks/4uvjOKsp7mSjrDhWdkLPBY,https://api.spotify.com/v1/audio-analysis/4uvjOKsp7mSjrDhWdkLPBY,228840,4,1
14,0.632,0.858,10,-3.463,1,0.035,0.0624,0.0,0.347,0.872,119.397,audio_features,3Fzlg5r1IjhLk2qRw667od,spotify:track:3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/tracks/3Fzlg5r1IjhLk2qRw667od,https://api.spotify.com/v1/audio-analysis/3Fzlg5r1IjhLk2qRw667od,232693,4,1
15,0.653,0.59,5,-9.649,1,0.104,0.000942,0.378,0.2,0.625,168.054,audio_features,7bsPIUEEOuL5WlOPcYUrYx,spotify:track:7bsPIUEEOuL5WlOPcYUrYx,https://api.spotify.com/v1/tracks/7bsPIUEEOuL5WlOPcYUrYx,https://api.spotify.com/v1/audio-analysis/7bsPIUEEOuL5WlOPcYUrYx,293307,4,1
16,0.616,0.691,2,-9.833,1,0.0465,0.473,8.01e-06,0.0958,0.858,92.995,audio_features,5ZtfnXND8dgBljCTwuSunP,spotify:track:5ZtfnXND8dgBljCTwuSunP,https://api.spotify.com/v1/tracks/5ZtfnXND8dgBljCTwuSunP,https://api.spotify.com/v1/audio-analysis/5ZtfnXND8dgBljCTwuSunP,135760,4,1
17,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,audio_features,755inykyaG4w22GWAsA3MX,spotify:track:755inykyaG4w22GWAsA3MX,https://api.spotify.com/v1/tracks/755inykyaG4w22GWAsA3MX,https://api.spotify.com/v1/audio-analysis/755inykyaG4w22GWAsA3MX,68523,4,1
18,0.63,0.398,9,-9.571,0,0.0399,0.581,0.0189,0.131,0.181,109.929,audio_features,7i9t7IAI9jVPT75hc3CMni,spotify:track:7i9t7IAI9jVPT75hc3CMni,https://api.spotify.com/v1/tracks/7i9t7IAI9jVPT75hc3CMni,https://api.spotify.com/v1/audio-analysis/7i9t7IAI9jVPT75hc3CMni,178347,4,1
19,0.802,0.494,11,-10.099,0,0.059,0.428,0.103,0.107,0.518,82.014,audio_features,6gJ2H930mAD1zRqmoFiE4W,spotify:track:6gJ2H930mAD1zRqmoFiE4W,https://api.spotify.com/v1/tracks/6gJ2H930mAD1zRqmoFiE4W,https://api.spotify.com/v1/audio-analysis/6gJ2H930mAD1zRqmoFiE4W,222022,4,1
20,0.655,0.201,7,-15.244,0,0.0384,0.88,2.69e-06,0.079,0.256,116.975,audio_features,4E5AjHtPfcGleZOYn2CxbB,spotify:track:4E5AjHtPfcGleZOYn2CxbB,https://api.spotify.com/v1/tracks/4E5AjHtPfcGleZOYn2CxbB,https://api.spotify.com/v1/audio-analysis/4E5AjHtPfcGleZOYn2CxbB,212204,4,1
21,0.693,0.54,9,-9.133,1,0.0333,0.0309,0.00078,0.116,0.434,124.032,audio_features,08D3zofNf3OwOSCAk50UFs,spotify:track:08D3zofNf3OwOSCAk50UFs,https://api.spotify.com/v1/tracks/08D3zofNf3OwOSCAk50UFs,https://api.spotify.com/v1/audio-analysis/08D3zofNf3OwOSCAk50UFs,219827,4,1
22,0.713,0.669,4,-9.07,1,0.141,0.327,0.111,0.0984,0.0399,82.998,audio_features,3lKrUnXgqXx2EP472o5h0Z,spotify:track:3lKrUnXgqXx2EP472o5h0Z,https://api.spotify.com/v1/tracks/3lKrUnXgqXx2EP472o5h0Z,https://api.spotify.com/v1/audio-analysis/3lKrUnXgqXx2EP472o5h0Z,233574,4,1
23,0.575,0.466,2,-5.012,1,0.0276,0.706,0.0,0.129,0.35,77.034,audio_features,0Y912kiNODn7uDf40iCoiR,spotify:track:0Y912kiNODn7uDf40iCoiR,https://api.spotify.com/v1/tracks/0Y912kiNODn7uDf40iCoiR,https://api.spotify.com/v1/audio-analysis/0Y912kiNODn7uDf40iCoiR,205995,3,1
24,0.844,0.576,1,-6.406,1,0.0305,0.22,0.0906,0.068,0.873,95.011,audio_features,5HON29JZvuzaHX2B2oIwr1,spotify:track:5HON29JZvuzaHX2B2oIwr1,https://api.spotify.com/v1/tracks/5HON29JZvuzaHX2B2oIwr1,https://api.spotify.com/v1/audio-analysis/5HON29JZvuzaHX2B2oIwr1,272694,4,1
25,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/tracks/1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/audio-analysis/1tNJrcVe6gwLEiZCtprs1u,177667,4,1
26,0.667,0.46,0,-9.738,1,0.0348,0.662,0.0,0.223,0.437,124.862,audio_features,3JgCyIcJPmBVfcgyedU9FV,spotify:track:3JgCyIcJPmBVfcgyedU9FV,https://api.spotify.com/v1/tracks/3JgCyIcJPmBVfcgyedU9FV,https://api.spotify.com/v1/audio-analysis/3JgCyIcJPmBVfcgyedU9FV,136360,4,1
27,0.631,0.597,11,-10.576,1,0.0276,0.147,0.0449,0.514,0.747,87.85,audio_features,1roGQgXbwaKojyfEGPCk8D,spotify:track:1roGQgXbwaKojyfEGPCk8D,https://api.spotify.com/v1/tracks/1roGQgXbwaKojyfEGPCk8D,https://api.spotify.com/v1/audio-analysis/1roGQgXbwaKojyfEGPCk8D,193251,4,1
28,0.795,0.415,0,-11.708,0,0.0883,0.708,0.0052,0.071,0.949,100.006,audio_features,2J2kGyvyVyOKEJgBCPE1oO,spotify:track:2J2kGyvyVyOKEJgBCPE1oO,https://api.spotify.com/v1/tracks/2J2kGyvyVyOKEJgBCPE1oO,https://api.spotify.com/v1/audio-analysis/2J2kGyvyVyOKEJgBCPE1oO,242144,4,1
29,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,audio_features,3MtGstTnbaZaVOLcfpuiiE,spotify:track:3MtGstTnbaZaVOLcfpuiiE,https://api.spotify.com/v1/tracks/3MtGstTnbaZaVOLcfpuiiE,https://api.spotify.com/v1/audio-analysis/3MtGstTnbaZaVOLcfpuiiE,136562,4,1
30,0.231,0.877,9,-5.276,1,0.057,0.000673,0.0258,0.0699,0.536,186.148,audio_features,2B9aVoZ2GWDtR09jIpFpQD,spotify:track:2B9aVoZ2GWDtR09jIpFpQD,https://api.spotify.com/v1/tracks/2B9aVoZ2GWDtR09jIpFpQD,https://api.spotify.com/v1/audio-analysis/2B9aVoZ2GWDtR09jIpFpQD,164165,4,1
31,0.439,0.748,0,-4.51,1,0.0296,0.00131,0.00298,0.117,0.739,115.124,audio_features,0U49QcRHyGfbmhhbNl92Q4,spotify:track:0U49QcRHyGfbmhhbNl92Q4,https://api.spotify.com/v1/tracks/0U49QcRHyGfbmhhbNl92Q4,https://api.spotify.com/v1/audio-analysis/0U49QcRHyGfbmhhbNl92Q4,312227,4,1
32,0.393,0.542,7,-6.064,1,0.0325,0.564,0.0,0.239,0.624,145.914,audio_features,0lvosDfrUEI07fTwQotQOv,spotify:track:0lvosDfrUEI07fTwQotQOv,https://api.spotify.com/v1/tracks/0lvosDfrUEI07fTwQotQOv,https://api.spotify.com/v1/audio-analysis/0lvosDfrUEI07fTwQotQOv,166500,4,1
33,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,audio_features,6ta5yavnnEfCE4faU0jebM,spotify:track:6ta5yavnnEfCE4faU0jebM,https://api.spotify.com/v1/tracks/6ta5yavnnEfCE4faU0jebM,https://api.spotify.com/v1/audio-analysis/6ta5yavnnEfCE4faU0jebM,154600,4,1
34,0.881,0.559,9,-7.533,0,0.0755,0.0653,0.0266,0.305,0.198,115.998,audio_features,2OG73Fda8Qc0zLbq5CuUuq,spotify:track:2OG73Fda8Qc0zLbq5CuUuq,https://api.spotify.com/v1/tracks/2OG73Fda8Qc0zLbq5CuUuq,https://api.spotify.com/v1/audio-analysis/2OG73Fda8Qc0zLbq5CuUuq,215533,4,1
35,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,audio_features,0MNNKSUU9OOQ8DSGWduw79,spotify:track:0MNNKSUU9OOQ8DSGWduw79,https://api.spotify.com/v1/tracks/0MNNKSUU9OOQ8DSGWduw79,https://api.spotify.com/v1/audio-analysis/0MNNKSUU9OOQ8DSGWduw79,248965,5,1
36,0.493,0.335,4,-13.179,0,0.0315,0.955,0.0954,0.104,0.189,136.606,audio_features,1chmZUBdfxoLWN1LCZ6HLO,spotify:track:1chmZUBdfxoLWN1LCZ6HLO,https://api.spotify.com/v1/tracks/1chmZUBdfxoLWN1LCZ6HLO,https://api.spotify.com/v1/audio-analysis/1chmZUBdfxoLWN1LCZ6HLO,221120,4,1
37,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4,1
38,0.459,0.179,10,-12.34,0,0.0391,0.901,0.013,0.173,0.164,127.019,audio_features,1Ax5RAq7lXMTF8A5PTqdl4,spotify:track:1Ax5RAq7lXMTF8A5PTqdl4,https://api.spotify.com/v1/tracks/1Ax5RAq7lXMTF8A5PTqdl4,https://api.spotify.com/v1/audio-analysis/1Ax5RAq7lXMTF8A5PTqdl4,208671,4,1
39,0.538,0.417,2,-9.176,1,0.0361,0.275,0.0,0.206,0.252,115.422,audio_features,28kOpVf1aCgL0LSFfuKV4w,spotify:track:28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/tracks/28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/audio-analysis/28kOpVf1aCgL0LSFfuKV4w,177340,4,1
40,0.562,0.268,5,-6.502,1,0.0465,0.95,0.0,0.117,0.205,115.314,audio_features,7ovQIyGcfqymJ0OjcyA03O,spotify:track:7ovQIyGcfqymJ0OjcyA03O,https://api.spotify.com/v1/tracks/7ovQIyGcfqymJ0OjcyA03O,https://api.spotify.com/v1/audio-analysis/7ovQIyGcfqymJ0OjcyA03O,216919,3,1
41,0.676,0.746,10,-7.047,1,0.0364,0.297,0.0,0.104,0.602,128.003,audio_features,4qztQITIPQRgY1ZVR2CDrM,spotify:track:4qztQITIPQRgY1ZVR2CDrM,https://api.spotify.com/v1/tracks/4qztQITIPQRgY1ZVR2CDrM,https://api.spotify.com/v1/audio-analysis/4qztQITIPQRgY1ZVR2CDrM,165468,4,1
42,0.422,0.0854,0,-15.492,1,0.0336,0.968,0.0121,0.139,0.146,98.814,audio_features,3s9eWdn8IymCPvVLcKpjww,spotify:track:3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/tracks/3s9eWdn8IymCPvVLcKpjww,https://api.spotify.com/v1/audio-analysis/3s9eWdn8IymCPvVLcKpjww,141040,4,1
43,0.538,0.419,10,-9.705,1,0.0353,0.777,0.329,0.0967,0.529,99.622,audio_features,5nVE45ithgyVocZp5XLAk6,spotify:track:5nVE45ithgyVocZp5XLAk6,https://api.spotify.com/v1/tracks/5nVE45ithgyVocZp5XLAk6,https://api.spotify.com/v1/audio-analysis/5nVE45ithgyVocZp5XLAk6,228460,4,1
44,0.753,0.826,9,-7.459,1,0.194,0.0279,0.0,0.0658,0.721,140.023,audio_features,4wlTLYfl9WnHzPTOGCFWZd,spotify:track:4wlTLYfl9WnHzPTOGCFWZd,https://api.spotify.com/v1/tracks/4wlTLYfl9WnHzPTOGCFWZd,https://api.spotify.com/v1/audio-analysis/4wlTLYfl9WnHzPTOGCFWZd,172480,4,1
45,0.365,0.523,9,-8.44,1,0.0432,0.0295,1.55e-06,0.125,0.586,206.095,audio_features,4Rk2EvyxSs5TWobRRDbs5Y,spotify:track:4Rk2EvyxSs5TWobRRDbs5Y,https://api.spotify.com/v1/tracks/4Rk2EvyxSs5TWobRRDbs5Y,https://api.spotify.com/v1/audio-analysis/4Rk2EvyxSs5TWobRRDbs5Y,192287,4,1
46,0.682,0.9,9,-5.028,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,audio_features,1lpLrlyweOShEKXT1bpcDd,spotify:track:1lpLrlyweOShEKXT1bpcDd,https://api.spotify.com/v1/tracks/1lpLrlyweOShEKXT1bpcDd,https://api.spotify.com/v1/audio-analysis/1lpLrlyweOShEKXT1bpcDd,179499,4,1
47,0.545,0.685,2,-5.83,1,0.0266,0.0968,0.00546,0.539,0.592,140.05,audio_features,6ysK6T8Gvtx1f7VBzaTSxA,spotify:track:6ysK6T8Gvtx1f7VBzaTSxA,https://api.spotify.com/v1/tracks/6ysK6T8Gvtx1f7VBzaTSxA,https://api.spotify.com/v1/audio-analysis/6ysK6T8Gvtx1f7VBzaTSxA,219627,4,1
48,0.519,0.129,7,-13.273,1,0.0676,0.781,3.97e-06,0.198,0.313,97.046,audio_features,106WJSqWMEWBdBA9lIxGkv,spotify:track:106WJSqWMEWBdBA9lIxGkv,https://api.spotify.com/v1/tracks/106WJSqWMEWBdBA9lIxGkv,https://api.spotify.com/v1/audio-analysis/106WJSqWMEWBdBA9lIxGkv,493747,4,1
49,0.516,0.292,7,-8.875,1,0.0598,0.887,0.0,0.101,0.762,182.778,audio_features,2aoGGs10SIjwkknKeACT8u,spotify:track:2aoGGs10SIjwkknKeACT8u,https://api.spotify.com/v1/tracks/2aoGGs10SIjwkknKeACT8u,https://api.spotify.com/v1/audio-analysis/2aoGGs10SIjwkknKeACT8u,270587,4,1
50,0.705,0.529,4,-6.585,1,0.029,0.0358,0.00338,0.42,0.931,110.207,audio_features,1F9WFVKQ0PT4EiZNoZQu2d,spotify:track:1F9WFVKQ0PT4EiZNoZQu2d,https://api.spotify.com/v1/tracks/1F9WFVKQ0PT4EiZNoZQu2d,https://api.spotify.com/v1/audio-analysis/1F9WFVKQ0PT4EiZNoZQu2d,237742,4,1
51,0.55,0.654,7,-8.052,1,0.127,0.355,0.00153,0.0862,0.846,94.073,audio_features,01Irf3ZxQBcvD0PB4WcJoU,spotify:track:01Irf3ZxQBcvD0PB4WcJoU,https://api.spotify.com/v1/tracks/01Irf3ZxQBcvD0PB4WcJoU,https://api.spotify.com/v1/audio-analysis/01Irf3ZxQBcvD0PB4WcJoU,187720,4,1
52,0.328,0.932,9,-5.612,1,0.0924,0.00961,0.0,0.36,0.534,101.36,audio_features,1sBPOds8iK7L09w2eE4AXu,spotify:track:1sBPOds8iK7L09w2eE4AXu,https://api.spotify.com/v1/tracks/1sBPOds8iK7L09w2eE4AXu,https://api.spotify.com/v1/audio-analysis/1sBPOds8iK7L09w2eE4AXu,225253,4,1
53,0.569,0.844,4,-4.859,1,0.121,0.289,0.0,0.349,0.59,134.804,audio_features,7v3qGVvKf986nhPIkPsRbR,spotify:track:7v3qGVvKf986nhPIkPsRbR,https://api.spotify.com/v1/tracks/7v3qGVvKf986nhPIkPsRbR,https://api.spotify.com/v1/audio-analysis/7v3qGVvKf986nhPIkPsRbR,216947,4,1
54,0.643,0.463,6,-13.709,1,0.0397,0.868,0.0535,0.114,0.225,104.039,audio_features,75sKkAB6RLm1qP4HXT1eqQ,spotify:track:75sKkAB6RLm1qP4HXT1eqQ,https://api.spotify.com/v1/tracks/75sKkAB6RLm1qP4HXT1eqQ,https://api.spotify.com/v1/audio-analysis/75sKkAB6RLm1qP4HXT1eqQ,248046,4,1
55,0.552,0.127,10,-14.799,1,0.0366,0.389,0.27,0.1,0.138,62.154,audio_features,1E7QvIuOtSJWZuUNzWjbdj,spotify:track:1E7QvIuOtSJWZuUNzWjbdj,https://api.spotify.com/v1/tracks/1E7QvIuOtSJWZuUNzWjbdj,https://api.spotify.com/v1/audio-analysis/1E7QvIuOtSJWZuUNzWjbdj,240863,4,1
56,0.727,0.877,5,-3.461,1,0.0466,0.00237,0.000476,0.104,0.843,124.99,audio_features,5AoaJl3fbLV8iCdyY4VoCO,spotify:track:5AoaJl3fbLV8iCdyY4VoCO,https://api.spotify.com/v1/tracks/5AoaJl3fbLV8iCdyY4VoCO,https://api.spotify.com/v1/audio-analysis/5AoaJl3fbLV8iCdyY4VoCO,167973,4,1
57,0.672,0.108,11,-15.48,1,0.038,0.975,0.0,0.109,0.341,95.043,audio_features,6ixK5JMnYbGr8ZLXU0TpWs,spotify:track:6ixK5JMnYbGr8ZLXU0TpWs,https://api.spotify.com/v1/tracks/6ixK5JMnYbGr8ZLXU0TpWs,https://api.spotify.com/v1/audio-analysis/6ixK5JMnYbGr8ZLXU0TpWs,160500,4,1
58,0.776,0.474,0,-7.26,0,0.035,0.42,0.000172,0.104,0.673,109.944,audio_features,0gtDbHD0L6p3JxqmtmZw4x,spotify:track:0gtDbHD0L6p3JxqmtmZw4x,https://api.spotify.com/v1/tracks/0gtDbHD0L6p3JxqmtmZw4x,https://api.spotify.com/v1/audio-analysis/0gtDbHD0L6p3JxqmtmZw4x,177109,4,1
59,0.821,0.666,3,-7.747,0,0.0469,0.649,0.0288,0.114,0.695,99.998,audio_features,2Y28HmBMyRrCgL0PTbkP7O,spotify:track:2Y28HmBMyRrCgL0PTbkP7O,https://api.spotify.com/v1/tracks/2Y28HmBMyRrCgL0PTbkP7O,https://api.spotify.com/v1/audio-analysis/2Y28HmBMyRrCgL0PTbkP7O,251423,4,1
60,0.719,0.28,1,-16.129,0,0.143,0.736,0.767,0.191,0.367,124.178,audio_features,51HT8fDLuFuBYqnCMHolPi,spotify:track:51HT8fDLuFuBYqnCMHolPi,https://api.spotify.com/v1/tracks/51HT8fDLuFuBYqnCMHolPi,https://api.spotify.com/v1/audio-analysis/51HT8fDLuFuBYqnCMHolPi,120998,4,1
61,0.852,0.451,2,-12.818,1,0.0463,0.41,0.0279,0.109,0.965,119.965,audio_features,0dvaooNkLN3AMthU4VCWgK,spotify:track:0dvaooNkLN3AMthU4VCWgK,https://api.spotify.com/v1/tracks/0dvaooNkLN3AMthU4VCWgK,https://api.spotify.com/v1/audio-analysis/0dvaooNkLN3AMthU4VCWgK,103937,4,1
62,0.664,0.797,7,-4.473,1,0.0362,0.194,0.0,0.337,0.284,97.004,audio_features,1VZo1zddq6LpxwMtvHPVgM,spotify:track:1VZo1zddq6LpxwMtvHPVgM,https://api.spotify.com/v1/tracks/1VZo1zddq6LpxwMtvHPVgM,https://api.spotify.com/v1/audio-analysis/1VZo1zddq6LpxwMtvHPVgM,194320,4,1
63,0.569,0.632,9,-5.367,0,0.172,0.373,0.0,0.0837,0.391,164.954,audio_features,7wdP9kixWfrVjH7k7W4bUw,spotify:track:7wdP9kixWfrVjH7k7W4bUw,https://api.spotify.com/v1/tracks/7wdP9kixWfrVjH7k7W4bUw,https://api.spotify.com/v1/audio-analysis/7wdP9kixWfrVjH7k7W4bUw,184507,4,1
64,0.704,0.443,8,-7.84,1,0.0529,0.529,0.0115,0.107,0.18,95.987,audio_features,5cIDyoKLyqI4oiKvLiigzL,spotify:track:5cIDyoKLyqI4oiKvLiigzL,https://api.spotify.com/v1/tracks/5cIDyoKLyqI4oiKvLiigzL,https://api.spotify.com/v1/audio-analysis/5cIDyoKLyqI4oiKvLiigzL,205267,4,1
65,0.746,0.661,5,-10.333,1,0.0381,0.501,1.43e-06,0.315,0.916,123.995,audio_features,6E4DGvcOLLg6A4HZDzBKTw,spotify:track:6E4DGvcOLLg6A4HZDzBKTw,https://api.spotify.com/v1/tracks/6E4DGvcOLLg6A4HZDzBKTw,https://api.spotify.com/v1/audio-analysis/6E4DGvcOLLg6A4HZDzBKTw,137661,4,1
66,0.391,0.311,6,-8.063,1,0.0361,0.744,0.0,0.114,0.219,75.455,audio_features,3RcLm0u6OEGLuzE6H9ddhO,spotify:track:3RcLm0u6OEGLuzE6H9ddhO,https://api.spotify.com/v1/tracks/3RcLm0u6OEGLuzE6H9ddhO,https://api.spotify.com/v1/audio-analysis/3RcLm0u6OEGLuzE6H9ddhO,198000,4,1
67,0.637,0.587,7,-7.379,1,0.0477,0.261,0.0067,0.151,0.701,169.937,audio_features,7FWXBJtk3DIMj7lW6XrER1,spotify:track:7FWXBJtk3DIMj7lW6XrER1,https://api.spotify.com/v1/tracks/7FWXBJtk3DIMj7lW6XrER1,https://api.spotify.com/v1/audio-analysis/7FWXBJtk3DIMj7lW6XrER1,144039,4,1
68,0.607,0.828,4,-6.976,1,0.0399,0.00446,0.00193,0.0809,0.787,173.097,audio_features,5qQO3UMrI4LAPaRVbBSHWa,spotify:track:5qQO3UMrI4LAPaRVbBSHWa,https://api.spotify.com/v1/tracks/5qQO3UMrI4LAPaRVbBSHWa,https://api.spotify.com/v1/audio-analysis/5qQO3UMrI4LAPaRVbBSHWa,221557,4,1
69,0.732,0.626,8,-5.461,1,0.0349,0.0114,1.78e-06,0.118,0.845,119.991,audio_features,0m18glKP5Zk236TNOE2zbX,spotify:track:0m18glKP5Zk236TNOE2zbX,https://api.spotify.com/v1/tracks/0m18glKP5Zk236TNOE2zbX,https://api.spotify.com/v1/audio-analysis/0m18glKP5Zk236TNOE2zbX,182720,4,1
70,0.155,0.862,0,-5.317,1,0.0683,0.0361,0.000614,0.263,0.219,77.239,audio_features,1cHWcR8wg93s6BkQMbWAMY,spotify:track:1cHWcR8wg93s6BkQMbWAMY,https://api.spotify.com/v1/tracks/1cHWcR8wg93s6BkQMbWAMY,https://api.spotify.com/v1/audio-analysis/1cHWcR8wg93s6BkQMbWAMY,271547,4,1
71,0.685,0.72,6,-3.038,0,0.0752,0.28,0.0416,0.0677,0.763,139.6,audio_features,32KgoyIWmh6fMmu4hYky9D,spotify:track:32KgoyIWmh6fMmu4hYky9D,https://api.spotify.com/v1/tracks/32KgoyIWmh6fMmu4hYky9D,https://api.spotify.com/v1/audio-analysis/32KgoyIWmh6fMmu4hYky9D,200000,4,1
72,0.857,0.444,7,-11.414,1,0.082,0.356,0.00614,0.14,0.815,138.003,audio_features,4DbOFdHstaZ8vBDSza2Ei4,spotify:track:4DbOFdHstaZ8vBDSza2Ei4,https://api.spotify.com/v1/tracks/4DbOFdHstaZ8vBDSza2Ei4,https://api.spotify.com/v1/audio-analysis/4DbOFdHstaZ8vBDSza2Ei4,183596,4,1
73,0.577,0.845,10,-7.606,0,0.0351,0.0355,2.77e-05,0.0814,0.692,115.088,audio_features,7j0EnXOIyq4qedtko87r6f,spotify:track:7j0EnXOIyq4qedtko87r6f,https://api.spotify.com/v1/tracks/7j0EnXOIyq4qedtko87r6f,https://api.spotify.com/v1/audio-analysis/7j0EnXOIyq4qedtko87r6f,134900,4,1
