,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
56,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,audio_features,0gEyKnHvgkrkBM6fbeHdwK,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707,4
57,0.547,0.509,10,-7.953,1,0.026,0.39,0.0456,0.12,0.184,100.12,audio_features,1XD0F6XGQFj1kG4KKjnB4s,spotify:track:1XD0F6XGQFj1kG4KKjnB4s,https://api.spotify.com/v1/tracks/1XD0F6XGQFj1kG4KKjnB4s,https://api.spotify.com/v1/audio-analysis/1XD0F6XGQFj1kG4KKjnB4s,192071,4
58,0.372,0.361,2,-7.415,1,0.0315,0.0222,0.00411,0.1,0.296,62.951,audio_features,4163mASWo9Bx3sCCpnyNa4,spotify:track:4163mASWo9Bx3sCCpnyNa4,https://api.spotify.com/v1/tracks/4163mASWo9Bx3sCCpnyNa4,https://api.spotify.com/v1/audio-analysis/4163mASWo9Bx3sCCpnyNa4,251470,3
59,0.578,0.402,9,-13.426,1,0.0403,0.813,0.228,0.113,0.185,136.676,audio_features,3c0NlyfimtupjK3PlaQDLl,spotify:track:3c0NlyfimtupjK3PlaQDLl,https://api.spotify.com/v1/tracks/3c0NlyfimtupjK3PlaQDLl,https://api.spotify.com/v1/audio-analysis/3c0NlyfimtupjK3PlaQDLl,226795,4
60,0.52,0.318,7,-10.257,1,0.0263,0.752,0.0424,0.175,0.198,86.432,audio_features,0BMOduGR9W8auYlkQWCk9c,spotify:track:0BMOduGR9W8auYlkQWCk9c,https://api.spotify.com/v1/tracks/0BMOduGR9W8auYlkQWCk9c,https://api.spotify.com/v1/audio-analysis/0BMOduGR9W8auYlkQWCk9c,130816,4
61,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,audio_features,5Ti99QiUdIwe0xG4gS22FL,spotify:track:5Ti99QiUdIwe0xG4gS22FL,https://api.spotify.com/v1/tracks/5Ti99QiUdIwe0xG4gS22FL,https://api.spotify.com/v1/audio-analysis/5Ti99QiUdIwe0xG4gS22FL,278769,4
62,0.739,0.453,5,-8.363,0,0.0449,0.25,0.0148,0.289,0.636,139.919,audio_features,1kLXQonNqsJxCPFkUet3pV,spotify:track:1kLXQonNqsJxCPFkUet3pV,https://api.spotify.com/v1/tracks/1kLXQonNqsJxCPFkUet3pV,https://api.spotify.com/v1/audio-analysis/1kLXQonNqsJxCPFkUet3pV,248382,4
63,0.661,0.311,5,-13.288,1,0.0263,0.474,0.00366,0.105,0.234,143.966,audio_features,4yxSvdt8kl6jMdvFaiNtve,spotify:track:4yxSvdt8kl6jMdvFaiNtve,https://api.spotify.com/v1/tracks/4yxSvdt8kl6jMdvFaiNtve,https://api.spotify.com/v1/audio-analysis/4yxSvdt8kl6jMdvFaiNtve,286186,3
64,0.574,0.495,1,-7.893,0,0.0479,0.137,0.000652,0.114,0.549,145.085,audio_features,4fY6EU3jUQQISiUR8DLXuM,spotify:track:4fY6EU3jUQQISiUR8DLXuM,https://api.spotify.com/v1/tracks/4fY6EU3jUQQISiUR8DLXuM,https://api.spotify.com/v1/audio-analysis/4fY6EU3jUQQISiUR8DLXuM,215360,4
65,0.641,0.487,2,-7.098,1,0.03,0.271,0.00223,0.133,0.322,108.933,audio_features,4p1Er46wDz4zGQI7Sxor3W,spotify:track:4p1Er46wDz4zGQI7Sxor3W,https://api.spotify.com/v1/tracks/4p1Er46wDz4zGQI7Sxor3W,https://api.spotify.com/v1/audio-analysis/4p1Er46wDz4zGQI7Sxor3W,124954,4
66,0.889,0.361,9,-6.352,1,0.0989,0.557,0.0,0.0969,0.848,96.988,audio_features,3ntVC9mzbS7NjyrcojDFnS,spotify:track:3ntVC9mzbS7NjyrcojDFnS,https://api.spotify.com/v1/tracks/3ntVC9mzbS7NjyrcojDFnS,https://api.spotify.com/v1/audio-analysis/3ntVC9mzbS7NjyrcojDFnS,113814,4
67,0.519,0.888,11,-6.232,1,0.117,0.0406,0.0,0.227,0.416,149.938,audio_features,0NuIfPuBhUAt4aA4HP0rUu,spotify:track:0NuIfPuBhUAt4aA4HP0rUu,https://api.spotify.com/v1/tracks/0NuIfPuBhUAt4aA4HP0rUu,https://api.spotify.com/v1/audio-analysis/0NuIfPuBhUAt4aA4HP0rUu,162486,4
68,0.46,0.721,9,-7.261,1,0.0319,0.0835,0.0431,0.202,0.777,92.039,audio_features,59JOMc9A6w8CkIHgs4kfNl,spotify:track:59JOMc9A6w8CkIHgs4kfNl,https://api.spotify.com/v1/tracks/59JOMc9A6w8CkIHgs4kfNl,https://api.spotify.com/v1/audio-analysis/59JOMc9A6w8CkIHgs4kfNl,210107,4
69,0.701,0.111,4,-13.186,1,0.0438,0.848,1.74e-06,0.124,0.383,124.928,audio_features,4tVsTbfeLTkrytsfDxoImc,spotify:track:4tVsTbfeLTkrytsfDxoImc,https://api.spotify.com/v1/tracks/4tVsTbfeLTkrytsfDxoImc,https://api.spotify.com/v1/audio-analysis/4tVsTbfeLTkrytsfDxoImc,199680,4
70,0.719,0.516,1,-9.681,0,0.0301,0.277,0.0066,0.555,0.679,112.099,audio_features,7ehSq5x11gJou4rvII1GTk,spotify:track:7ehSq5x11gJou4rvII1GTk,https://api.spotify.com/v1/tracks/7ehSq5x11gJou4rvII1GTk,https://api.spotify.com/v1/audio-analysis/7ehSq5x11gJou4rvII1GTk,231187,4
71,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,audio_features,7qEKqBCD2vE5vIBsrUitpD,spotify:track:7qEKqBCD2vE5vIBsrUitpD,https://api.spotify.com/v1/tracks/7qEKqBCD2vE5vIBsrUitpD,https://api.spotify.com/v1/audio-analysis/7qEKqBCD2vE5vIBsrUitpD,156371,4
72,0.754,0.338,5,-12.836,1,0.0289,0.712,0.0769,0.121,0.545,98.034,audio_features,0MKkySA0UuMPpyOoEPJORC,spotify:track:0MKkySA0UuMPpyOoEPJORC,https://api.spotify.com/v1/tracks/0MKkySA0UuMPpyOoEPJORC,https://api.spotify.com/v1/audio-analysis/0MKkySA0UuMPpyOoEPJORC,220280,4
73,0.812,0.605,0,-7.234,1,0.0654,0.333,0.0,0.0524,0.785,103.996,audio_features,6eo1QvCPkYRBmyHdi7BdJ1,spotify:track:6eo1QvCPkYRBmyHdi7BdJ1,https://api.spotify.com/v1/tracks/6eo1QvCPkYRBmyHdi7BdJ1,https://api.spotify.com/v1/audio-analysis/6eo1QvCPkYRBmyHdi7BdJ1,91298,3
74,0.803,0.49,2,-8.611,1,0.0284,0.889,0.00765,0.123,0.658,110.992,audio_features,1FvnH3avKvSZRqNM7yCoRc,spotify:track:1FvnH3avKvSZRqNM7yCoRc,https://api.spotify.com/v1/tracks/1FvnH3avKvSZRqNM7yCoRc,https://api.spotify.com/v1/audio-analysis/1FvnH3avKvSZRqNM7yCoRc,209730,4
75,0.762,0.503,9,-9.397,0,0.0308,0.777,0.17,0.115,0.558,96.999,audio_features,7vptmeNwSEVkcwDdqk7UQO,spotify:track:7vptmeNwSEVkcwDdqk7UQO,https://api.spotify.com/v1/tracks/7vptmeNwSEVkcwDdqk7UQO,https://api.spotify.com/v1/audio-analysis/7vptmeNwSEVkcwDdqk7UQO,218211,4
76,0.837,0.39,11,-14.145,1,0.0418,0.33,0.405,0.0927,0.497,119.992,audio_features,3kaxuMPzoUdM22m6oOCr1v,spotify:track:3kaxuMPzoUdM22m6oOCr1v,https://api.spotify.com/v1/tracks/3kaxuMPzoUdM22m6oOCr1v,https://api.spotify.com/v1/audio-analysis/3kaxuMPzoUdM22m6oOCr1v,222000,4
77,0.863,0.576,8,-5.691,1,0.0567,0.406,0.00824,0.141,0.932,100.03,audio_features,53KFMdxzi8IJDewiql1Qo3,spotify:track:53KFMdxzi8IJDewiql1Qo3,https://api.spotify.com/v1/tracks/53KFMdxzi8IJDewiql1Qo3,https://api.spotify.com/v1/audio-analysis/53KFMdxzi8IJDewiql1Qo3,137600,4
78,0.764,0.457,2,-11.351,1,0.0272,0.516,2.4e-05,0.201,0.764,95.996,audio_features,3axNvNVXW11vfhQrNdbCOV,spotify:track:3axNvNVXW11vfhQrNdbCOV,https://api.spotify.com/v1/tracks/3axNvNVXW11vfhQrNdbCOV,https://api.spotify.com/v1/audio-analysis/3axNvNVXW11vfhQrNdbCOV,177500,4
79,0.518,0.496,10,-11.607,1,0.0292,0.41,0.1,0.0999,0.282,143.917,audio_features,190IqlryWu91WBKeDgZqZz,spotify:track:190IqlryWu91WBKeDgZqZz,https://api.spotify.com/v1/tracks/190IqlryWu91WBKeDgZqZz,https://api.spotify.com/v1/audio-analysis/190IqlryWu91WBKeDgZqZz,170893,4
80,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,audio_features,4QIo4oxwzzafcBWkKjDpXY,spotify:track:4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/tracks/4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,243725,4
81,0.514,0.881,0,-6.52,1,0.0629,0.0381,9.55e-06,0.103,0.577,87.541,audio_features,1gpBDeONibvJyQYEv5HJh9,spotify:track:1gpBDeONibvJyQYEv5HJh9,https://api.spotify.com/v1/tracks/1gpBDeONibvJyQYEv5HJh9,https://api.spotify.com/v1/audio-analysis/1gpBDeONibvJyQYEv5HJh9,219960,4
82,0.494,0.406,11,-10.725,0,0.0416,0.607,0.53,0.122,0.219,81.067,audio_features,4KDVWd4zUHrfJHyuOuvLJP,spotify:track:4KDVWd4zUHrfJHyuOuvLJP,https://api.spotify.com/v1/tracks/4KDVWd4zUHrfJHyuOuvLJP,https://api.spotify.com/v1/audio-analysis/4KDVWd4zUHrfJHyuOuvLJP,191904,4
83,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
84,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,audio_features,2mlGPkAx4kwF8Df0GlScsC,spotify:track:2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/tracks/2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/audio-analysis/2mlGPkAx4kwF8Df0GlScsC,208026,4
85,0.779,0.572,4,-9.259,1,0.0396,0.306,0.739,0.106,0.967,114.994,audio_features,7cneuh5BMBbqbbGrpqTDHQ,spotify:track:7cneuh5BMBbqbbGrpqTDHQ,https://api.spotify.com/v1/tracks/7cneuh5BMBbqbbGrpqTDHQ,https://api.spotify.com/v1/audio-analysis/7cneuh5BMBbqbbGrpqTDHQ,140116,4
86,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,5qmq61DAAOUaW8AUo8xKhh,spotify:track:5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/tracks/5qmq61DAAOUaW8AUo8xKhh,https://api.spotify.com/v1/audio-analysis/5qmq61DAAOUaW8AUo8xKhh,173325,4
87,0.618,0.46,11,-7.34,1,0.0239,0.514,2.6e-05,0.0959,0.55,79.991,audio_features,3iy0DPa6OvqqH7ZRWQWWol,spotify:track:3iy0DPa6OvqqH7ZRWQWWol,https://api.spotify.com/v1/tracks/3iy0DPa6OvqqH7ZRWQWWol,https://api.spotify.com/v1/audio-analysis/3iy0DPa6OvqqH7ZRWQWWol,120375,4
88,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,audio_features,4gZDCOFuLCxCRWNhSEcOtJ,spotify:track:4gZDCOFuLCxCRWNhSEcOtJ,https://api.spotify.com/v1/tracks/4gZDCOFuLCxCRWNhSEcOtJ,https://api.spotify.com/v1/audio-analysis/4gZDCOFuLCxCRWNhSEcOtJ,202627,4
89,0.649,0.535,6,-12.017,0,0.224,0.385,0.000422,0.12,0.843,84.466,audio_features,0nXyCNdS6fkZNP11DwGq1i,spotify:track:0nXyCNdS6fkZNP11DwGq1i,https://api.spotify.com/v1/tracks/0nXyCNdS6fkZNP11DwGq1i,https://api.spotify.com/v1/audio-analysis/0nXyCNdS6fkZNP11DwGq1i,142500,4
90,0.577,0.527,11,-11.491,0,0.16,0.516,0.00243,0.108,0.565,87.921,audio_features,0yJRQPFhkgBMP8RyerfH8l,spotify:track:0yJRQPFhkgBMP8RyerfH8l,https://api.spotify.com/v1/tracks/0yJRQPFhkgBMP8RyerfH8l,https://api.spotify.com/v1/audio-analysis/0yJRQPFhkgBMP8RyerfH8l,169091,4
91,0.578,0.456,0,-10.155,1,0.0243,0.168,0.00306,0.202,0.276,96.979,audio_features,0b37r8i1Mkcu3ICfjCvfpQ,spotify:track:0b37r8i1Mkcu3ICfjCvfpQ,https://api.spotify.com/v1/tracks/0b37r8i1Mkcu3ICfjCvfpQ,https://api.spotify.com/v1/audio-analysis/0b37r8i1Mkcu3ICfjCvfpQ,294022,4
92,0.747,0.538,11,-9.664,0,0.033,0.877,0.766,0.0877,0.3,136.948,audio_features,2HFLh8qlNfW4EPpHVHz7Ej,spotify:track:2HFLh8qlNfW4EPpHVHz7Ej,https://api.spotify.com/v1/tracks/2HFLh8qlNfW4EPpHVHz7Ej,https://api.spotify.com/v1/audio-analysis/2HFLh8qlNfW4EPpHVHz7Ej,180438,4
93,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.32e-05,0.0898,0.665,121.08,audio_features,4sNG6zQBmtq7M8aeeKJRMQ,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/tracks/4sNG6zQBmtq7M8aeeKJRMQ,https://api.spotify.com/v1/audio-analysis/4sNG6zQBmtq7M8aeeKJRMQ,252307,4
94,0.811,0.472,8,-13.446,0,0.0429,0.173,0.407,0.0969,0.822,131.983,audio_features,4WbSPgddOWXGQNnUB7Jabq,spotify:track:4WbSPgddOWXGQNnUB7Jabq,https://api.spotify.com/v1/tracks/4WbSPgddOWXGQNnUB7Jabq,https://api.spotify.com/v1/audio-analysis/4WbSPgddOWXGQNnUB7Jabq,250909,4
95,0.445,0.563,7,-8.904,1,0.0315,0.105,0.000271,0.179,0.204,94.978,audio_features,7oJmIBxEAYjfkS7lhZ7M1S,spotify:track:7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/tracks/7oJmIBxEAYjfkS7lhZ7M1S,https://api.spotify.com/v1/audio-analysis/7oJmIBxEAYjfkS7lhZ7M1S,262737,4
96,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,audio_features,1pNUmVxDiE8t6P1XxcZAv8,spotify:track:1pNUmVxDiE8t6P1XxcZAv8,https://api.spotify.com/v1/tracks/1pNUmVxDiE8t6P1XxcZAv8,https://api.spotify.com/v1/audio-analysis/1pNUmVxDiE8t6P1XxcZAv8,166520,4
97,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,audio_features,7qwt4xUIqQWCu1DJf96g2k,spotify:track:7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/tracks/7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/audio-analysis/7qwt4xUIqQWCu1DJf96g2k,135016,4
98,0.61,0.305,4,-14.037,1,0.053,0.653,0.0,0.103,0.222,113.818,audio_features,02tvc9CFnTyHuSRlGeNv9w,spotify:track:02tvc9CFnTyHuSRlGeNv9w,https://api.spotify.com/v1/tracks/02tvc9CFnTyHuSRlGeNv9w,https://api.spotify.com/v1/audio-analysis/02tvc9CFnTyHuSRlGeNv9w,206975,4
99,0.786,0.659,0,-10.861,1,0.034,0.644,0.0442,0.104,0.311,117.003,audio_features,6rEkaGgEj1HLWZ9mjcZDjP,spotify:track:6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/tracks/6rEkaGgEj1HLWZ9mjcZDjP,https://api.spotify.com/v1/audio-analysis/6rEkaGgEj1HLWZ9mjcZDjP,262564,4
0,0.489,0.683,0,-6.32,1,0.0295,0.099,8.84e-06,0.637,0.133,83.993,audio_features,74lfGn1j0rBJ3YqR2mo4oU,spotify:track:74lfGn1j0rBJ3YqR2mo4oU,https://api.spotify.com/v1/tracks/74lfGn1j0rBJ3YqR2mo4oU,https://api.spotify.com/v1/audio-analysis/74lfGn1j0rBJ3YqR2mo4oU,318373,4
1,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
2,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,audio_features,4dRqYKhLVujxiBXcq50YzG,spotify:track:4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/tracks/4dRqYKhLVujxiBXcq50YzG,https://api.spotify.com/v1/audio-analysis/4dRqYKhLVujxiBXcq50YzG,268600,4
3,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,audio_features,52jrkbPtSa6PytFF3cG70Y,spotify:track:52jrkbPtSa6PytFF3cG70Y,https://api.spotify.com/v1/tracks/52jrkbPtSa6PytFF3cG70Y,https://api.spotify.com/v1/audio-analysis/52jrkbPtSa6PytFF3cG70Y,235226,4
4,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,audio_features,3Tc57t9l2O8FwQZtQOvPXK,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/tracks/3Tc57t9l2O8FwQZtQOvPXK,https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,179889,4
5,0.711,0.653,5,-8.224,1,0.054,0.17,0.0142,0.0985,0.697,75.006,audio_features,5b5wCUEao71E5iME5fPl93,spotify:track:5b5wCUEao71E5iME5fPl93,https://api.spotify.com/v1/tracks/5b5wCUEao71E5iME5fPl93,https://api.spotify.com/v1/audio-analysis/5b5wCUEao71E5iME5fPl93,177600,4
6,0.643,0.492,4,-9.314,0,0.0387,0.181,0.033,0.798,0.601,107.954,audio_features,5yhQS5ce3WebABcdngULA8,spotify:track:5yhQS5ce3WebABcdngULA8,https://api.spotify.com/v1/tracks/5yhQS5ce3WebABcdngULA8,https://api.spotify.com/v1/audio-analysis/5yhQS5ce3WebABcdngULA8,186105,4
7,0.777,0.352,6,-10.756,1,0.0994,0.0604,0.00168,0.0795,0.0663,90.002,audio_features,3ZTwriU7ZwqoaArm05ljXi,spotify:track:3ZTwriU7ZwqoaArm05ljXi,https://api.spotify.com/v1/tracks/3ZTwriU7ZwqoaArm05ljXi,https://api.spotify.com/v1/audio-analysis/3ZTwriU7ZwqoaArm05ljXi,199333,4
8,0.643,0.891,9,-4.404,1,0.0322,0.642,0.0853,0.119,0.886,95.814,audio_features,6gleu3mq7BM5hcpB1gPcge,spotify:track:6gleu3mq7BM5hcpB1gPcge,https://api.spotify.com/v1/tracks/6gleu3mq7BM5hcpB1gPcge,https://api.spotify.com/v1/audio-analysis/6gleu3mq7BM5hcpB1gPcge,213760,4
9,0.342,0.644,0,-4.363,1,0.0346,0.0291,0.299,0.0988,0.129,150.848,audio_features,27bBjan9bD8rUESGYqK9a7,spotify:track:27bBjan9bD8rUESGYqK9a7,https://api.spotify.com/v1/tracks/27bBjan9bD8rUESGYqK9a7,https://api.spotify.com/v1/audio-analysis/27bBjan9bD8rUESGYqK9a7,256413,4
10,0.511,0.622,2,-5.727,1,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,audio_features,0DRvClQbN9znQ295sx76VC,spotify:track:0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/tracks/0DRvClQbN9znQ295sx76VC,https://api.spotify.com/v1/audio-analysis/0DRvClQbN9znQ295sx76VC,196027,4
11,0.758,0.506,0,-8.788,1,0.0359,0.153,0.0126,0.164,0.687,129.935,audio_features,1xda2R5cSP7GKlqXY3Pji2,spotify:track:1xda2R5cSP7GKlqXY3Pji2,https://api.spotify.com/v1/tracks/1xda2R5cSP7GKlqXY3Pji2,https://api.spotify.com/v1/audio-analysis/1xda2R5cSP7GKlqXY3Pji2,158219,4
12,0.454,0.393,11,-11.715,1,0.0417,0.825,0.275,0.106,0.181,110.072,audio_features,1et9bfdvDHld2wPBZfT1OA,spotify:track:1et9bfdvDHld2wPBZfT1OA,https://api.spotify.com/v1/tracks/1et9bfdvDHld2wPBZfT1OA,https://api.spotify.com/v1/audio-analysis/1et9bfdvDHld2wPBZfT1OA,247769,4
13,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,audio_features,0SIAFU49FFHwR3QnT5Jx0k,spotify:track:0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/tracks/0SIAFU49FFHwR3QnT5Jx0k,https://api.spotify.com/v1/audio-analysis/0SIAFU49FFHwR3QnT5Jx0k,160000,4
14,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,audio_features,3Fj47GNK2kUF0uaEDgXLaD,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,221543,4
15,0.646,0.681,7,-5.847,1,0.0764,0.683,4.84e-06,0.107,0.421,131.896,audio_features,5JRMqkR82k2fdDEAim9SCN,spotify:track:5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/tracks/5JRMqkR82k2fdDEAim9SCN,https://api.spotify.com/v1/audio-analysis/5JRMqkR82k2fdDEAim9SCN,176732,4
16,0.781,0.431,2,-10.375,1,0.128,0.172,0.14,0.0823,0.57,142.923,audio_features,2N16QiEd8CZoEApMGj95wo,spotify:track:2N16QiEd8CZoEApMGj95wo,https://api.spotify.com/v1/tracks/2N16QiEd8CZoEApMGj95wo,https://api.spotify.com/v1/audio-analysis/2N16QiEd8CZoEApMGj95wo,243660,4
17,0.612,0.942,7,-4.549,1,0.0568,0.016,0.0,0.137,0.807,106.57,audio_features,0V34LU5aBA3hYgq178hFFY,spotify:track:0V34LU5aBA3hYgq178hFFY,https://api.spotify.com/v1/tracks/0V34LU5aBA3hYgq178hFFY,https://api.spotify.com/v1/audio-analysis/0V34LU5aBA3hYgq178hFFY,209347,4
18,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,audio_features,6SZwj6cjc8JQbkrr8cbIUn,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/tracks/6SZwj6cjc8JQbkrr8cbIUn,https://api.spotify.com/v1/audio-analysis/6SZwj6cjc8JQbkrr8cbIUn,185224,4
19,0.545,0.907,7,-5.852,1,0.0416,0.0583,0.0,0.102,0.44,114.523,audio_features,5Bge1Dsqjc14hhGguYML5w,spotify:track:5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/tracks/5Bge1Dsqjc14hhGguYML5w,https://api.spotify.com/v1/audio-analysis/5Bge1Dsqjc14hhGguYML5w,220707,4
20,0.692,0.478,6,-11.444,1,0.0502,0.178,0.012,0.105,0.592,150.831,audio_features,2iyDTStpAS9b3BOpTJKREn,spotify:track:2iyDTStpAS9b3BOpTJKREn,https://api.spotify.com/v1/tracks/2iyDTStpAS9b3BOpTJKREn,https://api.spotify.com/v1/audio-analysis/2iyDTStpAS9b3BOpTJKREn,173167,4
21,0.569,0.779,8,-3.662,1,0.0359,0.377,0.0,0.0286,0.878,187.952,audio_features,7fH0VUCDaudXzWIqWB80zA,spotify:track:7fH0VUCDaudXzWIqWB80zA,https://api.spotify.com/v1/tracks/7fH0VUCDaudXzWIqWB80zA,https://api.spotify.com/v1/audio-analysis/7fH0VUCDaudXzWIqWB80zA,199149,4
22,0.606,0.435,9,-11.458,1,0.0614,0.318,0.00482,0.205,0.376,124.943,audio_features,4INAYJNWgPwA9RwVeM47mA,spotify:track:4INAYJNWgPwA9RwVeM47mA,https://api.spotify.com/v1/tracks/4INAYJNWgPwA9RwVeM47mA,https://api.spotify.com/v1/audio-analysis/4INAYJNWgPwA9RwVeM47mA,233995,3
23,0.825,0.482,2,-8.29,1,0.0378,0.876,0.209,0.101,0.338,99.991,audio_features,0ARp9mXXpPflIwehy25kCa,spotify:track:0ARp9mXXpPflIwehy25kCa,https://api.spotify.com/v1/tracks/0ARp9mXXpPflIwehy25kCa,https://api.spotify.com/v1/audio-analysis/0ARp9mXXpPflIwehy25kCa,166400,4
24,0.539,0.535,1,-9.717,1,0.0319,0.42,0.632,0.263,0.352,78.885,audio_features,7nEZZ1mWK7h98x8ENbQuqJ,spotify:track:7nEZZ1mWK7h98x8ENbQuqJ,https://api.spotify.com/v1/tracks/7nEZZ1mWK7h98x8ENbQuqJ,https://api.spotify.com/v1/audio-analysis/7nEZZ1mWK7h98x8ENbQuqJ,181678,4
25,0.541,0.583,6,-8.886,0,0.0507,0.674,0.00583,0.125,0.295,148.162,audio_features,65sNrvOp2HLlhGTeLJ0nnk,spotify:track:65sNrvOp2HLlhGTeLJ0nnk,https://api.spotify.com/v1/tracks/65sNrvOp2HLlhGTeLJ0nnk,https://api.spotify.com/v1/audio-analysis/65sNrvOp2HLlhGTeLJ0nnk,220067,4
26,0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,audio_features,5BoDFGTXZ8j5muc6Sb2jMz,spotify:track:5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/tracks/5BoDFGTXZ8j5muc6Sb2jMz,https://api.spotify.com/v1/audio-analysis/5BoDFGTXZ8j5muc6Sb2jMz,157303,4
27,0.605,0.724,1,-7.729,0,0.0441,0.121,0.431,0.108,0.898,89.403,audio_features,0a0EYuSVqeVqV8kjN9bFYC,spotify:track:0a0EYuSVqeVqV8kjN9bFYC,https://api.spotify.com/v1/tracks/0a0EYuSVqeVqV8kjN9bFYC,https://api.spotify.com/v1/audio-analysis/0a0EYuSVqeVqV8kjN9bFYC,226613,4
28,0.662,0.561,8,-6.679,1,0.0299,0.653,0.000204,0.108,0.273,104.127,audio_features,7ewXoDdfXOYdMIJ7k9QJmh,spotify:track:7ewXoDdfXOYdMIJ7k9QJmh,https://api.spotify.com/v1/tracks/7ewXoDdfXOYdMIJ7k9QJmh,https://api.spotify.com/v1/audio-analysis/7ewXoDdfXOYdMIJ7k9QJmh,170101,4
29,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,audio_features,5mIOsPuQdXchVY0jB5NO9Q,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/tracks/5mIOsPuQdXchVY0jB5NO9Q,https://api.spotify.com/v1/audio-analysis/5mIOsPuQdXchVY0jB5NO9Q,159595,4
